obj_id ra dec flux err snr
001 8.477971854597351 25.391416508205957 16.09246106986563 1.8377945698454923 8.756398203537277
002 8.476125226817324 25.551415301348353 10.543811361019143 1.2932115433444407 8.153199231234243
003 8.477644031957912 25.48308330116913 6.387084760811083 0.7834045685022775 8.15298380633903
004 8.47452526560628 25.507521295707797 6.4897771336188494 1.0176115613644372 6.377460103654095
005 8.474526019355153 25.4764101974026 7.021774389018194 1.1110995595820137 6.319662651706682
006 8.475140681598086 25.514745961771478 6.03674608600416 1.0071247445506348 5.993875121977663
007 8.472146592284469 25.47417309071355 6.857895839970854 1.1820729653613113 5.801584200747435
008 8.477602944226877 25.43974998364998 5.740787985372104 1.0181657728397613 5.6383627681379425
009 8.482156566821013 25.467510812569 7.6853418802783535 1.3747706042072696 5.590272192872448
010 8.481006761911814 25.42862920582806 6.7701487658091875 1.2118952122611286 5.586414318097343
011 8.479162735632901 25.528081048392334 6.299620576101875 1.1969748987033613 5.2629512807044
012 8.48494555496608 25.4580403918482 9.54882115522952 1.9764740219859005 4.831240405393822
013 8.481297181510929 25.533071944219742 6.494320779012469 1.3473193099026484 4.820179397177735
014 8.47719272402961 25.47974995377577 3.7550306433685487 0.7848273724823474 4.784875134152875
015 8.485354913198512 25.445257822226505 12.79836350749462 2.7415755551702907 4.669211190670392
016 8.477192783150715 25.450861066254188 4.1604336580175225 0.8932629176002815 4.656626673939789
017 8.472717983504 25.5497329282395 7.951575476731869 1.712107739047216 4.644319569022509
018 8.479982310063477 25.466411735813352 5.39716454773747 1.1633450932699216 4.639349560986379
019 8.477562014548063 25.521972199574407 5.096129585961861 1.1051083254431435 4.611409445168946
020 8.47645425676475 25.476415927467606 3.531065307556268 0.811541722616824 4.351619382928673
021 8.475469251714284 25.49919148303947 4.0483254832067255 0.9530088180189145 4.247549185502034
022 8.470098404641456 25.423597880470076 12.073411247498354 2.930325134381983 4.120160969797873
023 8.47329869205479 25.375848175576497 23.141728613748096 5.683708126413725 4.071589902057468
024 8.471982162587166 25.48139396073697 4.722278086887023 1.1663005045099673 4.047580023075051
025 8.472554478187806 25.532509538574086 5.246903048541081 1.3140181442307515 3.992568805764063
026 8.470913657473487 25.514161939057857 5.948114959032413 1.5375860588168524 3.8684770486655764
027 8.47230948583998 25.50250769993098 4.288870956047171 1.118643273083118 3.8339016895532616
028 8.471981809638795 25.489171730274535 4.40505998909827 1.1491113529805383 3.832471210353028
029 8.479735610312003 25.43696821007182 4.409260256517538 1.1608054960844807 3.7984032417778724
030 8.475099285412794 25.533079132439248 4.241322014387018 1.1176876049518887 3.794825105595672
031 8.472310765372827 25.47250772927904 4.481128563960884 1.1827382293493134 3.7890069059148144
032 8.477643912612931 25.41308332451499 5.933002486160504 1.5670722520537073 3.785969157518472
033 8.475634038584154 25.455858629505997 3.573994903707637 0.9482935347635532 3.768895851074227
034 8.483841239648036 25.518607589648536 6.961007469485845 1.8507580761889755 3.7611655240320436
035 8.478957438606148 25.521970450672296 4.1756995518154065 1.1087335118372228 3.7552094109861707
036 8.479652899523293 25.399746312596307 6.166322511643223 1.6422718141197243 3.754730430925863
037 8.480845191398835 25.515852247237458 4.266162659244938 1.1389377414647892 3.7455196604665972
038 8.476207137102914 25.570304305536737 5.987540180756745 1.600883663499687 3.7404556467694388
039 8.469399892184446 25.4441452183274 10.31817956524068 2.7804707998677443 3.710936937041431
040 8.477603025334528 25.499194422303564 3.085222120204096 0.832318019623478 3.7069665753711143
041 8.481743788980557 25.396402616609308 8.175666768650684 2.2162321727367638 3.6889938108581735
042 8.484738499770467 25.425820554036466 10.753179576504074 2.927305671203646 3.6734304465015235
043 8.474975590563764 25.56030085331311 5.383657477732289 1.4720245975855002 3.657537659805339
044 8.476987524092744 25.496416510129855 2.99368264968583 0.8193673953655299 3.653299427539093
045 8.477479944815617 25.563083260730895 5.246041597413163 1.437157995862914 3.650251757631361
046 8.47813644299129 25.494749627930158 2.994118725656576 0.8229675068220871 3.638127701023171
047 8.474034128293468 25.461407831984417 4.179237338883179 1.1494097395650604 3.636105215118631
048 8.483630085393782 25.40305420512731 16.146799047430036 4.451634840084044 3.6271783373149296
049 8.478259199662068 25.4447494899907 3.6646309138483675 1.01221190360262 3.620517466546912
050 8.475183992578103 25.393635074336967 6.418471903275301 1.7782861528879712 3.6093552100788164
051 8.477808366607354 25.55474984260565 4.988763776238661 1.3846997066018274 3.6019564919608964
052 8.478053840803916 25.38974977351829 6.613231152841209 1.8450239853640937 3.5764625159102925
053 8.469029085648922 25.46802942179401 9.239231140290327 2.5875085879618247 3.5707003647689497
054 8.477562026498395 25.533638855980353 4.59554898397711 1.3015482016700308 3.531871698600157
055 8.472968754557984 25.429734793664657 4.610491513481944 1.3086000655027303 3.523224272276581
056 8.482568410445316 25.505285474457057 4.6172036578184885 1.311932084331427 3.5192948516279325
